Athlete ID,competition_scope,championship,season_note
AT_KH_KA_1049,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KH_MA_1054,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KH_PA_1053,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KH_PI_1041,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KH_RA_1043,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KH_RA_4693,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KH_RA_6472,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KH_SI_0559,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KH_VI_5626,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KH_WA_3139,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KH_XX_1047,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KH_XX_1051,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KH_XX_1052,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KH_XX_4689,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KH_YA_1050,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KH_YA_6474,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_BA_1055,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_BA_1058,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_BA_7595,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_BH_3148,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_IS_1064,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_JO_4695,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_KU_1067,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_KU_5631,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_K_1059,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_MA_1060,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_M_1065,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_NA_3149,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_PA_1061,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_PA_3151,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_RA_6067,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_SA_1066,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_SI_1063,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_SI_4697,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_SI_5632,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_SI_7168,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_TA_3150,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_VE_1062,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_XX_1056,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_XX_1057,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_XX_5630,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_XX_5633,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KI_XX_7169,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KK_XX_6656,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KM_AR_3152,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KM_DE_1862,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KM_FA_4698,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KM_HI_3153,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KM_PR_7170,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KM_RA_3154,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KM_SA_4700,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KM_SO_1070,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KM_SO_1072,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KM_SU_7171,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KO_CH_1077,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KO_DC_4150,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KO_DW_1081,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KO_GO_6068,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KO_KA_5637,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KO_MO_4704,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KO_NA_4964,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KO_PA_1078,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KO_PO_3155,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KO_PR_1080,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KO_SU_7173,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KO_XX_1075,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KO_XX_4151,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KO_XX_6476,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KO_XX_7172,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_BH_3161,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_C._1093,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_CH_6138,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_CH_7174,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_CH_7175,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_DU_3162,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_JA_1083,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_JA_1086,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_KO_4710,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_KU_1084,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_KU_3158,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_KU_4709,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_KU_5641,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_KU_6480,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_KU_7176,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_M_3160,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_PA_5639,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_PR_1089,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_PR_3167,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_RA_1090,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_RA_4152,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_RA_5642,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_RA_6481,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_SA_3165,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_SH_3163,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_SH_3166,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_SH_4706,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_SH_6482,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_SI_1092,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_SI_1094,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_SI_5644,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_SI_6479,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_XX_1085,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_XX_3157,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_XX_4707,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_XX_4708,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_XX_5638,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KR_YA_1082,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_._6486,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_AJ_3171,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_AJ_7593,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_AN_5645,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_CH_3170,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_DI_5647,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_GR_4711,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_GU_3169,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_KA_1100,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_KA_5650,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_KA_6485,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_KA_7587,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_KR_4257,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_KU_1097,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_KU_1103,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_KU_1105,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_KU_3172,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_KU_6484,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_KU_7179,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_MA_1109,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_NA_3168,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_PR_1107,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_RA_1106,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_RA_1112,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_RA_4169,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_SA_1098,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_SA_7596,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_SH_5648,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_SH_5649,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_SI_1096,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_SI_1108,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_TA_4258,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_TH_4153,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_UT_1104,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_KU_VI_7103,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_KY_SH_5652,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_K_AV_3089,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_K_HA_5606,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_K_K_0963,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_K_M_0964,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_K_M_0965,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_K_M_3091,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_L._BA_1113,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_L._SN_6172,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_._3177,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_AR_1138,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_BA_6496,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_BH_6577,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_B_5657,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_CH_1125,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_CH_7183,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_DH_1131,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_GE_1121,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_GO_1120,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_JO_4725,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_KH_1114,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_KI_1143,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_KU_1123,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_KU_3176,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_KV_1122,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_LO_4720,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_MA_1119,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_MA_6069,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_ME_3178,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_M_3175,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_NA_3173,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_PA_1129,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_PA_1139,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_PA_4155,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_PA_4727,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_PR_1127,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_RA_1126,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_RA_1134,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_RA_7189,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_RE_4721,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_R_1135,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_SE_6490,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_SH_1141,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_SH_3179,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_SH_4156,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_SH_4719,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_SI_1115,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_SI_1117,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_SI_3181,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_SI_4729,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_SI_7184,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_SU_5655,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_S_1116,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_TA_1133,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_TE_5656,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_TO_5654,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_TY_7182,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_VI_3180,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_XX_1118,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_XX_1124,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_XX_2667,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_XX_3174,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LA_XX_4718,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_LE_KO_1145,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LE_LE_7191,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LI_DA_0166,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LI_DA_3183,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LI_GE_1146,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_LI_MA_5660,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LI_M_1147,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LI_M_3182,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_LI_PA_5661,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LI_RO_6497,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LI_V_3184,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_BH_1154,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_CH_1153,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_CH_1155,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_CH_3186,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_C_7194,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_DH_7195,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_KU_0318,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_KU_1152,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_KU_3188,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_K_3187,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_MU_1150,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_NA_6501,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_PA_5662,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_PO_3189,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_PR_3193,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_RA_3190,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_RA_3191,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_RA_3197,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_SI_1158,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_SI_3192,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_SI_3195,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_SI_4734,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_SI_4735,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_SI_7196,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_SU_1151,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_T_4731,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_LO_XX_1157,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_LU_KU_3198,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_LU_SI_4736,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_M._AR_7270,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_M._MA_1162,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_M._NI_6504,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_M._PA_3199,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_M._XX_1161,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_M._XX_5664,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_AB_4161,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_AJ_1206,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_AK_3218,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_AL_3270,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_AL_3275,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_AL_4748,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_AL_4772,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_AN_1179,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_AV_6173,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_A_1213,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_BA_1164,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_BA_1207,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_BA_1210,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_BE_3230,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_BE_6140,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_BE_7231,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_BH_3221,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_BH_4768,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_BI_4160,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_BR_3243,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_BU_3206,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_B_5689,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_CH_1208,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_CH_3208,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_CH_4163,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_CH_7203,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_CH_7229,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_DA_1178,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_DA_1241,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_DA_4749,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_DE_3203,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_DE_4742,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_DH_3232,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_DH_7209,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_DI_3224,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_D_3260,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_E_1163,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_FR_1227,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_GA_1245,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_GA_6507,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_GE_3264,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_GI_2895,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_GO_7342,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_G_3215,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_HA_1173,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_HA_3209,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_HO_1189,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_JA_1233,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_JA_7228,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_J_3205,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_J_7102,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KA_1190,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KA_1217,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KA_1218,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KA_1219,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KA_3242,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KA_3245,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KA_4767,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KA_5668,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KA_7219,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KH_3237,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KO_7224,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KO_7225,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_1191,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_1192,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_1214,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_3225,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_3233,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_3238,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_3240,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_3246,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_3247,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_4745,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
